Customer Name,cust mail id,Feedback,Date and time,caretaker/server name,care-empid,cust-age,cust-contact,sentiment - future,dept,customer-stay duration,customer-n visits past,customer-membership status,customer-amt to be paid,NPS,Dining - Vegetarian/vegan,Room preference,"Sports activities - [table tennis, golf, ...]","Wellness - gym, sauna, massage",pricing patterns - frugal/luxury
Roy Hall,barbarastrickland@example.com,"The ambiance was nice, but the noise levels were higher than expected. The food was fine, but I wish there were more vegetarian options on the menu.",27-05-2024 06:43,Cynthia Mayo,EMP439,45,817.374.3599x8659,Positive,HR,19,4,Active,$484,6,Vegetarian,Suite,Badminton,Massage,Frugal
Benjamin Johnson,lawrence54@example.net,"I had a wonderful time at the restaurant. The ambiance was cozy, the service was prompt, and the chef even came out to greet us. The menu had a great variety, and every dish we tried was delicious.",12-07-2024 06:25,Ellen Barnes,EMP025,40,2657740071,Neutral,Engineering,18,10,Active,$407,1,Vegetarian,Deluxe,Table tennis,Gym,Frugal
Christopher Johnson,david03@example.com,"The restaurant failed to meet basic expectations. The staff seemed inattentive, and the dishes lacked seasoning. We had to wait over 40 minutes for our food.",16-02-2024 09:30,Joseph Church,EMP566,39,536-572-3003x25217,Positive,HR,23,8,Inactive,$224,6,Vegetarian,Standard,Swimming,Gym,Frugal
Tina Barnes,qbender@example.com,"It was an average meal. The salad was fresh, but the steak was slightly underdone. The dessert was good, though.",15-05-2024 12:35,Christina Rogers,EMP823,47,001-896-690-0842x09315,Neutral,Sales,22,1,Inactive,$272,2,Vegetarian,Standard,Badminton,Massage,Frugal
Sandra Mora,alantravis@example.net,"Unfortunately, the dining experience was below par. The pasta was soggy, the soup was bland, and the waiter forgot one of our orders. Not planning to return.",28-06-2024 19:20,Julian Woods PhD,EMP357,61,+1-967-480-1206x5505,Neutral,Support,30,1,Active,$73,8,Vegan,Standard,Badminton,Massage,Luxury
Steven Waters,jonathanbrooks@example.net,"The restaurant exceeded our expectations. The food presentation was artistic, the ingredients were fresh, and the flavors were spot on. We will definitely return soon!",17-10-2024 21:25,Katherine Ramirez,EMP966,56,001-494-418-2068,Negative,Engineering,16,9,Active,$412,3,Vegetarian,Deluxe,Table tennis,Gym,Frugal
Robert Holland,xcook@example.com,"I was disappointed with the experience. The service was incredibly slow, and the food was cold when it arrived. The menu was overpriced, and the portions were small.",13-04-2024 17:09,Whitney Williams,EMP112,36,(279)559-2655x0078,Negative,HR,6,3,Inactive,$457,6,Non-Vegetarian,Deluxe,Badminton,Sauna,Frugal
Adrian Collier,bradley44@example.org,"A very underwhelming experience. The food lacked flavor, the ambiance was dull, and the table was not clean when we arrived.",13-08-2024 12:36,Mrs. Lauren Jenkins MD,EMP282,33,742-796-3477,Negative,Support,20,10,Inactive,$237,9,Vegetarian,Suite,Badminton,Sauna,Luxury
Shane Hoffman,dorothydawson@example.net,"The restaurant failed to meet basic expectations. The staff seemed inattentive, and the dishes lacked seasoning. We had to wait over 40 minutes for our food.",22-09-2024 11:14,Sherry Perez,EMP699,62,(808)937-6364x4287,Positive,Support,1,1,Inactive,$360,8,Non-Vegetarian,Deluxe,Golf,Gym,Luxury
Cory Ross,kimberly59@example.org,"It was an average meal. The salad was fresh, but the steak was slightly underdone. The dessert was good, though.",19-02-2024 14:10,Julia Arnold,EMP123,34,+1-687-439-5986x509,Positive,Engineering,7,6,Inactive,$147,9,Vegetarian,Suite,Swimming,Massage,Frugal
Jamie Riley,gregory27@example.org,"Unfortunately, the dining experience was below par. The pasta was soggy, the soup was bland, and the waiter forgot one of our orders. Not planning to return.",19-02-2024 19:22,Monica Davis,EMP039,57,(606)351-1617x8627,Negative,Support,22,7,Active,$321,5,Vegetarian,Standard,Table tennis,Massage,Luxury
Kevin Wilson,elizabethwagner@example.org,"The dining was okay. Nothing too extraordinary, but the staff were polite, and the restaurant was clean. The pasta was slightly overcooked, but the sauce made up for it.",08-03-2024 22:44,Wendy Taylor,EMP178,41,001-733-849-9324,Positive,Engineering,28,2,Active,$446,3,Vegan,Suite,Table tennis,Massage,Frugal
Stephen Jackson,omassey@example.net,"It was an average meal. The salad was fresh, but the steak was slightly underdone. The dessert was good, though.",25-03-2024 02:36,Lori Reid,EMP714,48,703-653-9989,Neutral,Engineering,1,9,Inactive,$438,8,Vegan,Standard,Golf,Sauna,Frugal
Cheryl Jimenez,desiree64@example.net,"The restaurant failed to meet basic expectations. The staff seemed inattentive, and the dishes lacked seasoning. We had to wait over 40 minutes for our food.",06-01-2024 04:00,Justin Cunningham,EMP733,63,+1-907-676-9677x3145,Positive,HR,13,1,Active,$462,5,Vegetarian,Suite,Badminton,Gym,Luxury
Renee Ramirez,paul70@example.com,"It was an average meal. The salad was fresh, but the steak was slightly underdone. The dessert was good, though.",16-04-2024 04:07,Robert Logan,EMP258,28,956-381-7119x3979,Negative,Finance,18,3,Active,$362,5,Vegetarian,Deluxe,Swimming,Sauna,Luxury
Angela Hill,tategabriel@example.net,"I was disappointed with the experience. The service was incredibly slow, and the food was cold when it arrived. The menu was overpriced, and the portions were small.",01-11-2024 04:52,Jorge Howard,EMP661,32,444.885.0737x26267,Neutral,Sales,30,0,Active,$361,9,Vegetarian,Suite,Golf,Gym,Luxury
Lisa Hernandez,josephhiggins@example.net,"Loved everything about this place! From the warm welcome at the door to the delicious appetizers and main courses. The seafood platter was a must-try, and the live music added charm.",05-08-2024 11:33,Jason Bender,EMP276,58,406.327.6038,Positive,Finance,15,9,Active,$425,6,Vegan,Standard,Table tennis,Gym,Luxury
Kenneth Jimenez,gthomas@example.org,"I was disappointed with the experience. The service was incredibly slow, and the food was cold when it arrived. The menu was overpriced, and the portions were small.",25-11-2024 14:18,Carmen James,EMP788,23,8784619898,Positive,Engineering,7,3,Active,$469,5,Non-Vegetarian,Standard,Badminton,Sauna,Frugal
Laura Chen,richardhowell@example.net,"I was disappointed with the experience. The service was incredibly slow, and the food was cold when it arrived. The menu was overpriced, and the portions were small.",24-05-2024 09:31,Isabella Gutierrez,EMP262,19,765.373.3314x6927,Positive,Sales,19,3,Active,$479,2,Vegan,Deluxe,Swimming,Gym,Luxury
Mr. Robert Black,fortiz@example.com,"I had a wonderful time at the restaurant. The ambiance was cozy, the service was prompt, and the chef even came out to greet us. The menu had a great variety, and every dish we tried was delicious.",25-09-2024 05:55,Alex Wilson,EMP880,51,4747812400,Negative,Sales,24,8,Active,$487,10,Non-Vegetarian,Standard,Table tennis,Sauna,Luxury
Tara Chapman,doylejill@example.net,"The food was good, but it took quite a while to arrive. The staff were courteous, but the restaurant was a bit too crowded for my taste. Overall, a decent experience.",22-10-2024 16:32,Chad Parker,EMP246,62,-10392,Neutral,Sales,12,1,Inactive,$456,4,Vegetarian,Deluxe,Badminton,Massage,Frugal
William Anderson,christinabailey@example.org,"Loved everything about this place! From the warm welcome at the door to the delicious appetizers and main courses. The seafood platter was a must-try, and the live music added charm.",27-11-2024 07:13,Laurie Brown,EMP607,51,-6428,Negative,Finance,2,7,Inactive,$275,4,Vegetarian,Suite,Badminton,Massage,Frugal
Kevin Goodwin,poolekenneth@example.org,"The food was good, but it took quite a while to arrive. The staff were courteous, but the restaurant was a bit too crowded for my taste. Overall, a decent experience.",11-10-2024 23:24,Amy Tyler,EMP582,68,001-624-763-4301x4280,Negative,Sales,6,2,Active,$303,9,Vegetarian,Suite,Table tennis,Sauna,Luxury
Raven Walker,thomas40@example.com,"A very underwhelming experience. The food lacked flavor, the ambiance was dull, and the table was not clean when we arrived.",03-06-2024 10:52,David Mcclain,EMP084,55,001-819-744-4249x501,Positive,HR,27,0,Active,$435,7,Non-Vegetarian,Standard,Table tennis,Massage,Frugal
Jason Davis,jenkinsanita@example.com,"I had high hopes for this restaurant, but it was a letdown. The chicken was undercooked, and the service was rude. Definitely not worth the price.",07-10-2024 04:18,Jennifer Johnson,EMP064,41,3385650087,Negative,Sales,5,3,Inactive,$243,8,Vegetarian,Suite,Golf,Massage,Luxury
Casey Brown,bsnyder@example.org,"A very underwhelming experience. The food lacked flavor, the ambiance was dull, and the table was not clean when we arrived.",12-08-2024 16:01,Jodi Barber,EMP077,51,001-947-447-8683x978,Positive,HR,18,8,Active,$233,2,Vegan,Standard,Golf,Sauna,Luxury
Emily Williams,ibrady@example.net,"A very underwhelming experience. The food lacked flavor, the ambiance was dull, and the table was not clean when we arrived.",05-10-2024 10:00,Angel Hawkins,EMP872,56,(827)873-5805,Negative,Engineering,9,6,Inactive,$471,7,Non-Vegetarian,Standard,Table tennis,Gym,Frugal
Amanda Werner,kwright@example.net,"Unfortunately, the dining experience was below par. The pasta was soggy, the soup was bland, and the waiter forgot one of our orders. Not planning to return.",21-03-2024 19:28,Lauren Rivera,EMP805,54,514.961.2290x37754,Positive,Sales,2,7,Inactive,$399,8,Non-Vegetarian,Deluxe,Golf,Massage,Frugal
Kara Riley,matthewcollins@example.net,"The restaurant failed to meet basic expectations. The staff seemed inattentive, and the dishes lacked seasoning. We had to wait over 40 minutes for our food.",06-07-2024 22:11,Kelly Scott,EMP057,20,(850)855-0183x6639,Neutral,Finance,18,9,Active,$244,2,Vegan,Suite,Table tennis,Massage,Luxury
Samantha Harris,christine95@example.org,"The food was good, but it took quite a while to arrive. The staff were courteous, but the restaurant was a bit too crowded for my taste. Overall, a decent experience.",04-02-2024 01:59,Paul Cook,EMP381,23,279-610-9211x10500,Negative,Engineering,25,0,Inactive,$244,2,Non-Vegetarian,Standard,Table tennis,Sauna,Luxury
Robert Ramirez,holmesmargaret@example.net,"I was disappointed with the experience. The service was incredibly slow, and the food was cold when it arrived. The menu was overpriced, and the portions were small.",16-07-2024 10:37,Jesse Aguirre,EMP434,58,001-343-237-6167,Neutral,Sales,8,7,Inactive,$397,5,Vegan,Deluxe,Badminton,Sauna,Frugal
Ellen Carney,atkinsonsarah@example.com,"The food was good, but it took quite a while to arrive. The staff were courteous, but the restaurant was a bit too crowded for my taste. Overall, a decent experience.",28-02-2024 11:53,Kelly Lewis,EMP759,29,892.660.2681x7180,Positive,Engineering,26,0,Active,$57,9,Vegetarian,Deluxe,Golf,Sauna,Luxury
Bryan Thomas,framos@example.net,"I had a wonderful time at the restaurant. The ambiance was cozy, the service was prompt, and the chef even came out to greet us. The menu had a great variety, and every dish we tried was delicious.",25-01-2024 09:57,Sarah Graham,EMP377,39,(693)755-7880x48603,Neutral,Support,2,3,Inactive,$64,1,Non-Vegetarian,Standard,Golf,Sauna,Frugal
Courtney Kennedy,irichards@example.net,"Exceptional service! The waitstaff was attentive, refilled our drinks without us asking, and even recommended some stellar dishes. The atmosphere was lively yet relaxing, perfect for a family dinner.",01-06-2024 18:32,Robert Dunlap,EMP461,51,742-782-2277x142,Neutral,HR,26,1,Inactive,$495,4,Vegan,Suite,Golf,Sauna,Luxury
Kristin Green,spencerjacob@example.org,"It was an average meal. The salad was fresh, but the steak was slightly underdone. The dessert was good, though.",10-01-2024 21:09,Bradley Contreras,EMP747,33,+1-956-587-1423x2238,Negative,Engineering,6,5,Active,$116,2,Vegan,Standard,Swimming,Gym,Frugal
Robert Warren,nhansen@example.net,"I had a wonderful time at the restaurant. The ambiance was cozy, the service was prompt, and the chef even came out to greet us. The menu had a great variety, and every dish we tried was delicious.",23-07-2024 16:06,Lacey Moody,EMP953,64,(882)963-2330x47157,Neutral,Finance,20,9,Inactive,$232,4,Vegan,Standard,Table tennis,Massage,Frugal
William Baxter,larry07@example.org,"Unfortunately, the dining experience was below par. The pasta was soggy, the soup was bland, and the waiter forgot one of our orders. Not planning to return.",20-07-2024 13:37,James Mooney,EMP133,46,001-337-662-2401,Negative,Sales,27,2,Active,$248,10,Vegan,Suite,Golf,Gym,Frugal
Natasha Hayes,ann98@example.org,"The restaurant exceeded our expectations. The food presentation was artistic, the ingredients were fresh, and the flavors were spot on. We will definitely return soon!",05-09-2024 13:52,Joseph Johnson,EMP203,41,695.515.0893x0995,Negative,Support,12,5,Inactive,$135,9,Vegetarian,Deluxe,Golf,Gym,Frugal
Corey Bowen,rolson@example.org,"A very underwhelming experience. The food lacked flavor, the ambiance was dull, and the table was not clean when we arrived.",04-08-2024 00:59,Melanie Ferguson,EMP817,53,743-207-2098x9191,Positive,Sales,17,3,Inactive,$157,10,Vegetarian,Standard,Golf,Massage,Frugal
Andrea Russell,sarahhamilton@example.net,"I had a wonderful time at the restaurant. The ambiance was cozy, the service was prompt, and the chef even came out to greet us. The menu had a great variety, and every dish we tried was delicious.",10-10-2024 22:11,Donna Griffin,EMP126,69,7188755282,Positive,Support,7,5,Active,$440,8,Non-Vegetarian,Deluxe,Golf,Gym,Luxury
Stephen Stone,wdominguez@example.net,"The dining was okay. Nothing too extraordinary, but the staff were polite, and the restaurant was clean. The pasta was slightly overcooked, but the sauce made up for it.",24-06-2024 20:56,Jaime Harris,EMP979,23,639-851-9600x7533,Neutral,Support,15,3,Active,$110,4,Non-Vegetarian,Deluxe,Table tennis,Massage,Frugal
Suzanne Lucas,andreapatterson@example.org,"The restaurant exceeded our expectations. The food presentation was artistic, the ingredients were fresh, and the flavors were spot on. We will definitely return soon!",05-02-2024 11:19,Dr. Jacob Adams DVM,EMP412,20,001-449-412-2178x35302,Negative,Sales,30,3,Active,$128,10,Non-Vegetarian,Deluxe,Badminton,Sauna,Frugal
Nicholas Barton,karen72@example.net,"I was disappointed with the experience. The service was incredibly slow, and the food was cold when it arrived. The menu was overpriced, and the portions were small.",29-01-2024 23:05,Tamara Williams,EMP776,35,(681)535-9830,Neutral,Finance,22,4,Active,$128,5,Vegetarian,Standard,Table tennis,Massage,Luxury
Patrick Anderson,vjones@example.net,"The dining experience was absolutely amazing! The staff were friendly, the food was served hot, and the flavors were exceptional. I loved the vegan options, and the dessert was a highlight of the evening.",06-10-2024 21:40,Kendra Weeks,EMP715,65,+1-704-910-0764x5302,Neutral,Engineering,6,4,Inactive,$137,6,Vegetarian,Suite,Table tennis,Gym,Luxury
Crystal Wright,jordanjones@example.org,"Exceptional service! The waitstaff was attentive, refilled our drinks without us asking, and even recommended some stellar dishes. The atmosphere was lively yet relaxing, perfect for a family dinner.",19-12-2024 20:05,Pamela Wright,EMP653,46,+1-254-210-3116x3653,Negative,Sales,8,3,Active,$174,1,Vegan,Suite,Golf,Gym,Luxury
Eric Hampton,angela21@example.net,"The restaurant failed to meet basic expectations. The staff seemed inattentive, and the dishes lacked seasoning. We had to wait over 40 minutes for our food.",12-09-2024 09:48,Annette Crawford,EMP907,49,-2773,Negative,Finance,4,1,Active,$63,6,Vegetarian,Deluxe,Badminton,Massage,Frugal
Douglas Bell,gatesdawn@example.net,"The dining experience was absolutely amazing! The staff were friendly, the food was served hot, and the flavors were exceptional. I loved the vegan options, and the dessert was a highlight of the evening.",20-10-2024 07:57,Ricardo Kramer,EMP698,24,663-977-6559x089,Positive,HR,30,6,Inactive,$253,2,Vegetarian,Standard,Golf,Sauna,Frugal
Michael Hernandez,robinsonmatthew@example.com,"I had high hopes for this restaurant, but it was a letdown. The chicken was undercooked, and the service was rude. Definitely not worth the price.",22-05-2024 19:00,Jacob Lee,EMP773,61,555.540.6217,Positive,Finance,7,6,Active,$262,10,Vegan,Deluxe,Golf,Sauna,Luxury
Molly Cooke,stephensrenee@example.com,"The restaurant exceeded our expectations. The food presentation was artistic, the ingredients were fresh, and the flavors were spot on. We will definitely return soon!",03-03-2024 05:33,Stephanie Ward,EMP681,63,721-533-8521,Positive,HR,25,1,Inactive,$93,3,Non-Vegetarian,Deluxe,Table tennis,Massage,Frugal
Donald Gallagher,wrightjon@example.com,"Loved everything about this place! From the warm welcome at the door to the delicious appetizers and main courses. The seafood platter was a must-try, and the live music added charm.",16-05-2024 11:38,Michael Preston,EMP399,33,(787)469-4086x73196,Positive,Sales,10,0,Active,$275,1,Vegan,Standard,Table tennis,Gym,Luxury
James Ponce,durhamallison@example.org,"The dining was okay. Nothing too extraordinary, but the staff were polite, and the restaurant was clean. The pasta was slightly overcooked, but the sauce made up for it.",20-05-2024 10:45,Julie Robles,EMP841,48,900-541-3372,Negative,Support,29,5,Inactive,$458,4,Non-Vegetarian,Standard,Swimming,Sauna,Frugal
Holly Reyes,kevin17@example.com,"I was disappointed with the experience. The service was incredibly slow, and the food was cold when it arrived. The menu was overpriced, and the portions were small.",07-05-2024 18:16,Andrea Gonzales,EMP818,27,311.768.6544x43673,Neutral,HR,17,7,Inactive,$333,6,Non-Vegetarian,Standard,Table tennis,Sauna,Luxury
John Williams,paul30@example.org,"A very underwhelming experience. The food lacked flavor, the ambiance was dull, and the table was not clean when we arrived.",01-01-2024 07:21,Amy Trevino,EMP164,26,001-475-898-8516,Neutral,Finance,26,4,Inactive,$87,7,Vegan,Suite,Badminton,Massage,Luxury
Joshua Scott,graveslaura@example.com,"The restaurant failed to meet basic expectations. The staff seemed inattentive, and the dishes lacked seasoning. We had to wait over 40 minutes for our food.",08-08-2024 17:23,Melvin Garcia,EMP379,44,001-733-384-0944x21931,Positive,Finance,14,2,Inactive,$237,7,Non-Vegetarian,Suite,Swimming,Sauna,Luxury
Mark Jones,emoore@example.com,"Loved everything about this place! From the warm welcome at the door to the delicious appetizers and main courses. The seafood platter was a must-try, and the live music added charm.",30-01-2024 10:38,Ashley Rasmussen,EMP103,32,(735)561-0074x410,Neutral,Sales,28,6,Inactive,$498,9,Non-Vegetarian,Standard,Badminton,Massage,Frugal
Shawn Castro,amoore@example.net,"Loved everything about this place! From the warm welcome at the door to the delicious appetizers and main courses. The seafood platter was a must-try, and the live music added charm.",18-08-2024 02:19,Glenn Hill,EMP853,35,(350)599-5387,Negative,HR,27,7,Active,$148,10,Non-Vegetarian,Suite,Table tennis,Sauna,Luxury
Beth Mcdonald,fjones@example.org,"The dining was okay. Nothing too extraordinary, but the staff were polite, and the restaurant was clean. The pasta was slightly overcooked, but the sauce made up for it.",07-11-2024 14:06,Destiny Foster,EMP467,37,2417731113,Neutral,Support,26,6,Inactive,$129,9,Vegan,Standard,Badminton,Massage,Frugal
Cory Wells,ysexton@example.com,"A very underwhelming experience. The food lacked flavor, the ambiance was dull, and the table was not clean when we arrived.",30-01-2024 14:00,Bradley Harmon,EMP556,33,(259)510-6989x2374,Negative,Support,14,4,Active,$362,7,Non-Vegetarian,Suite,Table tennis,Sauna,Luxury
Steven Johnston,robincunningham@example.net,"I had high hopes for this restaurant, but it was a letdown. The chicken was undercooked, and the service was rude. Definitely not worth the price.",01-02-2024 17:06,David Garcia,EMP776,40,275-809-2941x57051,Neutral,Finance,22,5,Inactive,$145,5,Vegan,Suite,Golf,Massage,Luxury
Robyn Macdonald,amandacastro@example.net,"The restaurant exceeded our expectations. The food presentation was artistic, the ingredients were fresh, and the flavors were spot on. We will definitely return soon!",23-06-2024 15:40,Mrs. Lisa Reed,EMP483,38,5542575794,Neutral,Engineering,21,9,Inactive,$372,2,Non-Vegetarian,Standard,Table tennis,Gym,Luxury
Lucas Turner,audrey42@example.com,"Exceptional service! The waitstaff was attentive, refilled our drinks without us asking, and even recommended some stellar dishes. The atmosphere was lively yet relaxing, perfect for a family dinner.",10-06-2024 08:30,Cody Cole,EMP905,24,001-420-412-9484x78112,Negative,Support,29,9,Active,$492,8,Vegan,Standard,Swimming,Sauna,Frugal
Charlotte Davis,johnathan34@example.com,"A mixed experience. The appetizers were fantastic, but the main course lacked flavor. The service was slow, but the staff did apologize for the delay.",03-06-2024 16:25,Frederick Jenkins,EMP184,56,278.441.7884x3586,Neutral,Finance,2,0,Active,$208,5,Vegetarian,Standard,Golf,Massage,Frugal
Connie Ellison,nataliemata@example.org,"The dining was okay. Nothing too extraordinary, but the staff were polite, and the restaurant was clean. The pasta was slightly overcooked, but the sauce made up for it.",24-09-2024 15:00,Jaime Owens,EMP361,57,585-227-6583x26898,Positive,HR,5,2,Inactive,$119,3,Vegetarian,Standard,Golf,Sauna,Luxury
Shelby Gutierrez,garciaaaron@example.com,"A very underwhelming experience. The food lacked flavor, the ambiance was dull, and the table was not clean when we arrived.",16-05-2024 07:42,Kristi Leonard,EMP435,51,(662)784-6826x26691,Neutral,Engineering,5,1,Inactive,$105,10,Non-Vegetarian,Standard,Badminton,Sauna,Frugal
William Lewis,kimberlyfinley@example.net,"I had a wonderful time at the restaurant. The ambiance was cozy, the service was prompt, and the chef even came out to greet us. The menu had a great variety, and every dish we tried was delicious.",08-04-2024 09:28,Rebecca Daniels,EMP202,49,(289)987-4446,Positive,HR,14,7,Inactive,$134,1,Vegetarian,Standard,Swimming,Gym,Frugal
Carlos Walker,codythomas@example.net,"I had a wonderful time at the restaurant. The ambiance was cozy, the service was prompt, and the chef even came out to greet us. The menu had a great variety, and every dish we tried was delicious.",28-05-2024 01:14,Jean Shelton,EMP223,65,477-277-6435x206,Positive,Sales,18,2,Active,$217,4,Vegetarian,Deluxe,Table tennis,Sauna,Luxury
Chad Young,julia53@example.com,"I had a wonderful time at the restaurant. The ambiance was cozy, the service was prompt, and the chef even came out to greet us. The menu had a great variety, and every dish we tried was delicious.",24-04-2024 13:03,Wendy West,EMP442,26,+1-919-422-8785x9072,Positive,HR,20,0,Active,$225,1,Non-Vegetarian,Standard,Swimming,Sauna,Luxury
Elizabeth Herrera,garybrown@example.net,"Exceptional service! The waitstaff was attentive, refilled our drinks without us asking, and even recommended some stellar dishes. The atmosphere was lively yet relaxing, perfect for a family dinner.",27-03-2024 14:34,Sara Jones,EMP039,45,2149050544,Neutral,Sales,16,7,Inactive,$162,7,Non-Vegetarian,Deluxe,Table tennis,Sauna,Frugal
Allison Allen,lindseyjones@example.net,"Loved everything about this place! From the warm welcome at the door to the delicious appetizers and main courses. The seafood platter was a must-try, and the live music added charm.",03-07-2024 07:20,Melissa Roth,EMP192,20,-2761,Negative,Support,15,7,Active,$408,8,Vegan,Deluxe,Badminton,Massage,Luxury
Kathleen Hernandez,huffmanlinda@example.com,"The restaurant exceeded our expectations. The food presentation was artistic, the ingredients were fresh, and the flavors were spot on. We will definitely return soon!",02-12-2024 11:47,Russell Briggs,EMP281,21,(936)297-0177x7596,Negative,Engineering,8,4,Inactive,$191,10,Non-Vegetarian,Suite,Golf,Sauna,Frugal
Samantha Davis,rodriguezjennifer@example.org,"It was an average meal. The salad was fresh, but the steak was slightly underdone. The dessert was good, though.",02-09-2024 22:50,Michael Patterson,EMP554,25,964.803.3356x727,Positive,Finance,3,10,Active,$415,9,Non-Vegetarian,Suite,Golf,Massage,Luxury
Ann Garcia,joshua18@example.org,"The ambiance was nice, but the noise levels were higher than expected. The food was fine, but I wish there were more vegetarian options on the menu.",03-08-2024 06:41,Tracy Taylor,EMP085,36,+1-213-401-1090x86070,Positive,Engineering,28,9,Inactive,$67,9,Vegetarian,Suite,Badminton,Massage,Frugal
David Brown,julie22@example.org,"I was disappointed with the experience. The service was incredibly slow, and the food was cold when it arrived. The menu was overpriced, and the portions were small.",19-04-2024 12:12,Michael Johnson,EMP639,64,-5430,Positive,Finance,9,2,Active,$117,7,Vegetarian,Standard,Badminton,Sauna,Luxury
Jonathan Smith,vicki68@example.net,"A very underwhelming experience. The food lacked flavor, the ambiance was dull, and the table was not clean when we arrived.",21-07-2024 01:38,Andrew Navarro,EMP867,63,-9229,Positive,Finance,20,2,Inactive,$135,6,Vegetarian,Standard,Badminton,Gym,Frugal
Eric Harvey,kimberly29@example.net,"I was disappointed with the experience. The service was incredibly slow, and the food was cold when it arrived. The menu was overpriced, and the portions were small.",06-10-2024 04:32,Lynn Cummings,EMP379,59,001-942-471-7934x11838,Positive,HR,13,3,Active,$327,7,Vegetarian,Standard,Golf,Sauna,Frugal
Nicholas Ritter,kristinamiller@example.net,"The ambiance was nice, but the noise levels were higher than expected. The food was fine, but I wish there were more vegetarian options on the menu.",15-04-2024 11:26,Christopher Hanson,EMP319,20,200.578.6313x1924,Positive,Finance,17,5,Inactive,$209,4,Vegetarian,Standard,Swimming,Sauna,Luxury
Monique Young,bryan40@example.org,"The food was good, but it took quite a while to arrive. The staff were courteous, but the restaurant was a bit too crowded for my taste. Overall, a decent experience.",03-09-2024 11:57,Bryan Hernandez,EMP428,19,(701)402-7580,Negative,HR,2,1,Active,$167,6,Vegetarian,Deluxe,Swimming,Sauna,Luxury
Cody Espinoza,monicawilson@example.com,"Loved everything about this place! From the warm welcome at the door to the delicious appetizers and main courses. The seafood platter was a must-try, and the live music added charm.",28-08-2024 23:30,Nancy Delacruz,EMP178,26,433-709-7186,Negative,Engineering,4,8,Inactive,$437,5,Non-Vegetarian,Standard,Golf,Sauna,Frugal
Cynthia Castaneda,lori48@example.org,"I had a wonderful time at the restaurant. The ambiance was cozy, the service was prompt, and the chef even came out to greet us. The menu had a great variety, and every dish we tried was delicious.",14-09-2024 03:11,Brian Gonzales,EMP107,32,(783)723-0205,Positive,Finance,21,4,Active,$334,6,Vegetarian,Standard,Badminton,Gym,Frugal
Tom Walters,zthornton@example.org,"The dining experience was absolutely amazing! The staff were friendly, the food was served hot, and the flavors were exceptional. I loved the vegan options, and the dessert was a highlight of the evening.",17-09-2024 04:18,Steven Thompson,EMP298,38,666.549.2914x1148,Negative,HR,8,4,Inactive,$313,4,Vegetarian,Suite,Golf,Sauna,Frugal
Kelly Williams,joseobrien@example.org,"The food was good, but it took quite a while to arrive. The staff were courteous, but the restaurant was a bit too crowded for my taste. Overall, a decent experience.",10-03-2024 06:38,Heather Reese,EMP509,63,001-997-878-6684x080,Neutral,Support,15,4,Inactive,$245,5,Non-Vegetarian,Standard,Table tennis,Sauna,Luxury
Jamie Matthews,philipfisher@example.com,"The food was good, but it took quite a while to arrive. The staff were courteous, but the restaurant was a bit too crowded for my taste. Overall, a decent experience.",01-10-2024 09:41,Susan Chen,EMP801,59,(215)541-4209x2287,Neutral,Engineering,1,5,Inactive,$267,10,Non-Vegetarian,Suite,Badminton,Sauna,Frugal
Paula Rocha,cwalsh@example.com,"Unfortunately, the dining experience was below par. The pasta was soggy, the soup was bland, and the waiter forgot one of our orders. Not planning to return.",05-01-2024 00:20,Adam Hanna,EMP860,49,-9290,Neutral,HR,6,5,Active,$105,6,Vegan,Standard,Badminton,Sauna,Frugal
Rebecca Henderson,brussell@example.org,"I was disappointed with the experience. The service was incredibly slow, and the food was cold when it arrived. The menu was overpriced, and the portions were small.",16-12-2024 17:46,Katrina Davis,EMP299,68,848.994.6544x200,Negative,HR,11,7,Inactive,$224,5,Vegetarian,Deluxe,Badminton,Gym,Frugal
James Vega,emyers@example.org,"The restaurant failed to meet basic expectations. The staff seemed inattentive, and the dishes lacked seasoning. We had to wait over 40 minutes for our food.",03-11-2024 18:49,James Wright,EMP420,58,001-503-757-9817x3613,Negative,HR,6,9,Inactive,$189,5,Vegetarian,Deluxe,Table tennis,Gym,Frugal
Ryan Welch,shawn98@example.com,"I was disappointed with the experience. The service was incredibly slow, and the food was cold when it arrived. The menu was overpriced, and the portions were small.",06-05-2024 00:11,David Acevedo,EMP528,68,+1-772-820-3980x8038,Negative,Engineering,17,9,Active,$83,1,Vegan,Standard,Swimming,Massage,Frugal
Michael Taylor,uwilliamson@example.com,"I had high hopes for this restaurant, but it was a letdown. The chicken was undercooked, and the service was rude. Definitely not worth the price.",08-07-2024 15:49,Ann Fisher,EMP249,41,234.220.6755x80498,Negative,HR,5,4,Active,$78,9,Non-Vegetarian,Deluxe,Golf,Sauna,Frugal
Elaine Rangel,bryanlee@example.com,"I had a wonderful time at the restaurant. The ambiance was cozy, the service was prompt, and the chef even came out to greet us. The menu had a great variety, and every dish we tried was delicious.",15-08-2024 11:12,Julie Banks,EMP491,66,+1-556-920-5678x4563,Positive,Finance,21,7,Active,$363,10,Non-Vegetarian,Deluxe,Table tennis,Massage,Frugal
